station_name,pollutantnotation,endtime,the_value,resolution,verification,station_local_id,concentration
Grundartangi Gröf,SO2,2020-08-11 14:00:00,1.28233,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 23:00:00,1.627,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 19:00:00,0.290333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 16:00:00,0.381333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 08:00:00,1.50967,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 05:00:00,0.270833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 02:00:00,0.193833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 03:00:00,0.252833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 13:00:00,0.644,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 09:00:00,0.242167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 17:00:00,0.298167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 10:00:00,0.377667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 04:00:00,0.2725,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 11:00:00,0.726167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 15:00:00,0.435167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 07:00:00,0.642,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 01:00:00,0.423,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 00:00:00,0.837,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 21:00:00,1.37133,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 22:00:00,1.83433,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 18:00:00,0.332667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 12:00:00,0.571667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 20:00:00,0.469167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-12 06:00:00,0.279334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 14:00:00,0.520166,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NOX as NO2,2020-08-11 23:00:00,2.61817,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 19:00:00,-0.538,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 16:00:00,0.610833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 08:00:00,2.23367,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 05:00:00,0.989,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 02:00:00,0.873667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 03:00:00,0.520166,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 13:00:00,0.769667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 09:00:00,2.55233,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 17:00:00,-0.128833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 10:00:00,2.40317,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 04:00:00,0.847,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 11:00:00,3.6675,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 15:00:00,1.19867,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 07:00:00,2.2255,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 01:00:00,1.2895,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 00:00:00,0.2015,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 21:00:00,-0.748,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 22:00:00,-0.2735,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 18:00:00,-0.179,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 12:00:00,1.94683,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 20:00:00,-0.3125,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-12 06:00:00,1.24583,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 14:00:00,0.654834,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM2.5,2020-08-11 23:00:00,0.311167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 19:00:00,0.146833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 16:00:00,0.1605,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 08:00:00,0.409167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 05:00:00,0.209167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 02:00:00,0.142167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 03:00:00,0.1875,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 13:00:00,0.16,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 09:00:00,0.123167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 17:00:00,0.123333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 10:00:00,0.232833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 04:00:00,0.1925,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 11:00:00,0.330167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 15:00:00,0.146667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 07:00:00,0.225667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 01:00:00,0.1965,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 00:00:00,0.201833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 21:00:00,0.174833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 22:00:00,0.197,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 18:00:00,0.153,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 12:00:00,0.395667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 20:00:00,0.15,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-12 06:00:00,0.1745,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 14:00:00,0.164,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO,2020-08-11 23:00:00,0.151,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 19:00:00,0.143667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 16:00:00,0.221,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 08:00:00,1.10033,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 05:00:00,0.0613333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 02:00:00,0.052,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 03:00:00,0.0653334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 13:00:00,0.484,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 09:00:00,0.118833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 17:00:00,0.175,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 10:00:00,0.145,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 04:00:00,0.0801667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 11:00:00,0.396,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 15:00:00,0.288833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 07:00:00,0.4165,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 01:00:00,0.226167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 00:00:00,0.635167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 21:00:00,1.19667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 22:00:00,1.6375,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 18:00:00,0.179333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 12:00:00,0.175833,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 20:00:00,0.319334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-12 06:00:00,0.104667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 14:00:00,0.356,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,NO2,2020-08-11 23:00:00,2.4675,1h,3,STA-IS0041A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 19:00:00,7.62438,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 16:00:00,7.56592,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 08:00:00,9.77238,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 05:00:00,9.86443,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 02:00:00,8.91667,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 03:00:00,8.82089,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 13:00:00,7.9092,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 09:00:00,8.42387,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 17:00:00,7.60075,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 10:00:00,7.8408,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 04:00:00,9.60075,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 11:00:00,7.71517,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 15:00:00,7.6704,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 07:00:00,9.22015,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 01:00:00,8.87437,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 00:00:00,8.74254,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 21:00:00,17.1916,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 22:00:00,8.53358,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 18:00:00,7.72886,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 12:00:00,7.74751,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 20:00:00,7.36318,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-12 06:00:00,9.46642,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 14:00:00,7.93035,1h,3,STA-IS0044A,µg/m3
Grindavík Nesvegur,H2S,2020-08-11 23:00:00,8.59329,1h,3,STA-IS0044A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 19:00:00,0.2355,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 16:00:00,0.771334,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 08:00:00,0.994,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 05:00:00,0.624166,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 02:00:00,0.539833,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 03:00:00,0.493333,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 13:00:00,0.583,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 09:00:00,0.4408,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 17:00:00,0.494667,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 10:00:00,0.609667,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 04:00:00,0.250834,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 11:00:00,0.752666,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 15:00:00,0.444334,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 07:00:00,0.791,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 01:00:00,0.812167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 00:00:00,0.880834,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 21:00:00,1.04317,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 22:00:00,0.831333,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 18:00:00,0.610333,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 12:00:00,0.419167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 20:00:00,0.5075,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-12 06:00:00,0.469667,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 14:00:00,0.442167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,H2S,2020-08-11 23:00:00,1.04533,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 19:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 16:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 08:00:00,7.94384,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 05:00:00,7.63034,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 02:00:00,7.24001,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 03:00:00,7.3565,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 13:00:00,7.59517,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 09:00:00,8.425,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 17:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 10:00:00,8.01218,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 04:00:00,7.39233,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 11:00:00,7.90784,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 15:00:00,7.16017,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 07:00:00,7.812,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 01:00:00,7.163,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 00:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 21:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 22:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 18:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 12:00:00,7.48383,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 20:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-12 06:00:00,7.74217,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 14:00:00,7.3455,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,PM10,2020-08-11 23:00:00,7.14,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 19:00:00,3.75617,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 16:00:00,3.178,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 08:00:00,3.64466,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 05:00:00,5.37251,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 02:00:00,6.551,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 03:00:00,6.0385,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 13:00:00,3.84617,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 09:00:00,4.5424,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 17:00:00,3.84583,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 10:00:00,3.4935,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 04:00:00,6.57167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 11:00:00,3.412,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 15:00:00,3.9895,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 07:00:00,3.72733,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 01:00:00,6.274,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 00:00:00,6.173,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 21:00:00,6.52184,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 22:00:00,7.3745,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 18:00:00,3.48117,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 12:00:00,3.504,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 20:00:00,5.3385,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-12 06:00:00,5.63583,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 14:00:00,3.27983,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,SO2,2020-08-11 23:00:00,6.41717,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 19:00:00,2.7355,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 16:00:00,3.09317,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 08:00:00,13.9008,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 05:00:00,2.9065,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 02:00:00,3.8085,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 03:00:00,3.26933,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 13:00:00,-0.263167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 09:00:00,25.762,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 17:00:00,4.11066,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 10:00:00,4.94583,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 04:00:00,3.06384,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 11:00:00,2.83984,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 15:00:00,3.34084,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 07:00:00,3.50634,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 01:00:00,5.838,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 00:00:00,2.113,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 21:00:00,2.1935,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 22:00:00,1.94617,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 18:00:00,3.06083,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 12:00:00,-0.8005,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 20:00:00,2.5485,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-12 06:00:00,4.70934,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 14:00:00,2.3715,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NOX as NO2,2020-08-11 23:00:00,2.679,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 19:00:00,1.39883,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 16:00:00,1.09783,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 08:00:00,6.54217,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 05:00:00,0.806334,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 02:00:00,0.916166,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 03:00:00,0.8525,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 13:00:00,-1.94233,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 09:00:00,9.86441,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 17:00:00,1.53217,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 10:00:00,1.669,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 04:00:00,0.797,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 11:00:00,-1.179,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 15:00:00,0.958167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 07:00:00,1.11567,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 01:00:00,1.04417,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 00:00:00,0.878333,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 21:00:00,1.733,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 22:00:00,1.73567,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 18:00:00,0.983167,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 12:00:00,-2.396,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 20:00:00,1.2115,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-12 06:00:00,0.838,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 14:00:00,-0.00249993,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO,2020-08-11 23:00:00,1.0565,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-11 19:00:00,5.33667,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-11 16:00:00,5.99583,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-12 08:00:00,11.3577,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-12 05:00:00,6.10033,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-12 02:00:00,6.89201,1h,3,STA-IS0046A,µg/m3
Hafnarfjörður Norðurhella,NO2,2020-08-12 03:00:00,6.417,1h,3,STA-IS0046A,µg/m3
