PM10,NO2,H2S,SO2,CO,datetime,ws,wd
15.0,13.8,1.0,0.0,0.3,2019-05-03 18:00:00,3.2,172.0
15.0,17.6,1.0,0.9,0.3,2019-05-03 19:00:00,2.8,189.0
20.0,12.9,0.2,0.0,0.2,2019-05-03 20:00:00,2.6,188.0
14.0,12.6,0.2,0.0,0.2,2019-05-03 21:00:00,2.0,186.0
26.0,19.2,0.7,0.0,0.3,2019-05-03 22:00:00,2.3,213.0
21.0,16.0,0.7,0.0,0.2,2019-05-03 23:00:00,1.8,207.0
16.0,9.1,0.7,0.0,0.2,2019-05-04 00:00:00,1.5,189.0
3.0,5.0,0.2,0.0,0.2,2019-05-04 01:00:00,2.0,188.0
3.0,6.3,0.0,0.0,0.2,2019-05-04 02:00:00,1.4,174.0
3.0,5.0,0.0,0.0,0.2,2019-05-04 03:00:00,1.7,183.0
3.0,6.0,1.0,0.0,0.2,2019-05-04 04:00:00,0.7,170.0
15.0,13.5,1.2,0.4,0.3,2019-05-04 11:00:00,1.1,191.0
29.0,28.3,1.5,2.2,0.3,2019-05-04 12:00:00,1.5,256.0
28.0,32.1,1.5,2.7,0.4,2019-05-04 13:00:00,1.4,302.0
38.0,36.8,1.5,3.1,0.4,2019-05-04 14:00:00,1.9,277.0
65.0,17.9,1.5,2.2,0.3,2019-05-04 15:00:00,1.4,146.0
21.0,18.6,1.5,1.3,0.3,2019-05-04 16:00:00,1.9,12.0
20.0,17.3,1.5,0.9,0.3,2019-05-04 17:00:00,1.5,8.0
26.0,14.5,1.5,0.4,0.3,2019-05-04 18:00:00,1.9,13.0
19.0,15.4,1.5,0.9,0.3,2019-05-04 19:00:00,1.3,347.0
20.0,11.6,1.2,0.4,0.3,2019-05-04 20:00:00,1.8,343.0
15.0,13.8,0.7,0.0,0.3,2019-05-04 21:00:00,1.7,331.0
14.0,10.7,1.0,0.9,0.3,2019-05-04 22:00:00,1.7,349.0
18.0,9.7,1.2,0.4,0.3,2019-05-04 23:00:00,1.6,345.0
12.0,17.9,1.5,0.4,0.3,2019-05-05 00:00:00,0.8,359.0
74.0,69.2,1.7,1.3,0.5,2019-05-05 01:00:00,0.1,112.0
45.0,59.1,1.5,1.8,0.5,2019-05-05 02:00:00,0.6,275.0
33.0,45.9,1.5,0.9,0.4,2019-05-05 03:00:00,0.3,124.0
42.0,43.7,1.5,0.9,0.4,2019-05-05 04:00:00,0.4,125.0
24.0,27.4,1.5,0.0,0.3,2019-05-05 05:00:00,0.9,131.0
8.0,11.9,1.5,0.0,0.2,2019-05-05 06:00:00,0.9,130.0
7.0,5.0,0.5,1.3,0.2,2019-05-05 07:00:00,1.0,125.0
11.0,6.6,1.2,4.0,0.2,2019-05-05 08:00:00,0.5,118.0
11.0,11.0,1.5,8.4,0.3,2019-05-05 09:00:00,0.3,118.0
16.0,9.1,1.5,7.1,0.3,2019-05-05 10:00:00,1.1,355.0
10.0,6.9,1.0,2.7,0.3,2019-05-05 11:00:00,1.2,8.0
13.0,7.9,0.0,2.2,0.3,2019-05-05 12:00:00,2.2,359.0
11.0,8.5,0.2,0.0,0.3,2019-05-05 13:00:00,2.0,18.0
12.0,6.9,0.2,0.0,0.3,2019-05-05 14:00:00,2.5,17.0
16.0,6.0,0.0,0.0,0.3,2019-05-05 15:00:00,3.4,349.0
23.0,5.0,0.0,0.4,0.3,2019-05-05 16:00:00,3.9,347.0
14.0,4.4,0.2,1.8,0.2,2019-05-05 17:00:00,5.1,339.0
12.0,5.0,0.2,2.7,0.2,2019-05-05 18:00:00,3.9,337.0
10.0,4.4,0.0,2.7,0.2,2019-05-05 19:00:00,3.5,340.0
10.0,8.8,0.2,1.3,0.2,2019-05-05 20:00:00,2.6,350.0
11.0,6.0,0.0,0.0,0.2,2019-05-05 21:00:00,2.3,344.0
10.0,7.9,0.2,0.4,0.2,2019-05-05 22:00:00,2.0,343.0
16.0,20.8,0.7,0.9,0.2,2019-05-05 23:00:00,0.2,115.0
17.0,5.0,1.5,0.0,0.2,2019-05-06 00:00:00,2.2,162.0
14.0,3.1,1.2,0.0,0.2,2019-05-06 01:00:00,2.0,144.0
11.0,2.2,1.2,0.0,0.2,2019-05-06 02:00:00,1.7,131.0
8.0,2.5,1.0,0.0,0.2,2019-05-06 03:00:00,1.9,120.0
8.0,1.9,0.5,0.0,0.1,2019-05-06 04:00:00,1.5,130.0
6.0,3.5,0.2,0.0,0.1,2019-05-06 05:00:00,0.4,148.0
13.0,8.2,1.0,0.0,0.1,2019-05-06 06:00:00,0.3,173.0
13.0,6.9,1.0,0.0,0.1,2019-05-06 07:00:00,0.4,92.0
15.0,15.4,1.5,0.0,0.2,2019-05-06 08:00:00,0.5,133.0
32.0,38.1,1.5,1.8,0.3,2019-05-06 09:00:00,0.6,255.0
39.0,40.6,1.5,2.7,0.3,2019-05-06 10:00:00,1.0,294.0
27.0,28.3,1.5,2.2,0.2,2019-05-06 11:00:00,0.6,88.0
21.0,30.8,1.5,2.7,0.2,2019-05-06 12:00:00,0.7,73.0
41.0,43.1,1.7,2.7,0.3,2019-05-06 13:00:00,1.4,294.0
41.0,43.1,3.0,2.7,0.4,2019-05-06 14:00:00,1.4,286.0
42.0,36.2,2.7,2.7,0.3,2019-05-06 15:00:00,1.8,312.0
44.0,44.0,2.2,2.7,0.4,2019-05-06 16:00:00,1.4,300.0
30.0,35.5,1.7,3.6,0.3,2019-05-06 17:00:00,1.7,316.0
30.0,22.6,1.5,2.7,0.3,2019-05-06 18:00:00,2.4,342.0
22.0,14.5,1.5,2.7,0.3,2019-05-06 19:00:00,2.3,358.0
17.0,10.1,1.5,1.8,0.2,2019-05-06 20:00:00,2.2,339.0
23.0,21.7,1.5,0.9,0.2,2019-05-06 21:00:00,1.2,299.0
30.0,33.0,1.5,1.8,0.3,2019-05-06 22:00:00,1.0,287.0
29.0,27.4,1.5,0.9,0.3,2019-05-06 23:00:00,0.7,310.0
13.0,9.1,1.5,0.9,0.2,2019-05-07 00:00:00,1.1,328.0
20.0,19.2,1.5,0.9,0.3,2019-05-07 01:00:00,0.9,242.0
12.0,12.9,1.5,1.3,0.2,2019-05-07 02:00:00,0.9,233.0
41.0,17.3,1.5,11.6,0.2,2019-05-07 11:00:00,3.2,335.0
26.0,14.2,0.7,3.1,0.2,2019-05-07 12:00:00,2.1,49.0
14.0,9.1,0.0,1.8,0.2,2019-05-07 13:00:00,2.6,78.0
20.0,13.8,1.0,1.3,0.2,2019-05-07 14:00:00,2.0,59.0
30.0,18.6,0.7,2.2,0.2,2019-05-07 15:00:00,3.0,356.0
23.0,15.4,1.2,1.8,0.3,2019-05-07 16:00:00,2.4,1.0
44.0,23.3,1.5,2.2,0.3,2019-05-07 17:00:00,3.4,15.0
61.0,18.9,1.2,1.3,0.3,2019-05-07 18:00:00,4.4,13.0
34.0,12.9,0.7,0.4,0.3,2019-05-07 19:00:00,3.2,357.0
19.0,6.9,2.2,1.3,0.2,2019-05-07 20:00:00,3.0,89.0
8.0,5.0,11.9,1.8,0.2,2019-05-07 21:00:00,2.9,108.0
8.0,6.6,6.2,0.4,0.2,2019-05-07 22:00:00,3.2,117.0
7.0,7.5,0.7,0.0,0.2,2019-05-07 23:00:00,3.1,124.0
6.0,3.8,0.2,0.0,0.2,2019-05-08 00:00:00,2.8,123.0
4.0,1.9,1.0,0.0,0.2,2019-05-08 01:00:00,3.3,107.0
3.0,0.9,15.4,0.9,0.1,2019-05-08 02:00:00,3.1,104.0
4.0,1.6,31.8,2.2,0.1,2019-05-08 03:00:00,2.3,95.0
3.0,0.3,18.7,0.9,0.1,2019-05-08 04:00:00,2.3,98.0
1.0,1.3,10.9,0.0,0.1,2019-05-08 05:00:00,2.4,99.0
3.0,2.5,7.5,0.9,0.1,2019-05-08 06:00:00,2.0,101.0
6.0,3.5,28.6,1.8,0.1,2019-05-08 07:00:00,2.1,94.0
11.0,9.7,34.3,1.8,0.1,2019-05-08 08:00:00,3.5,108.0
10.0,12.6,24.1,1.8,0.2,2019-05-08 09:00:00,2.6,100.0
7.0,11.0,2.0,0.4,0.2,2019-05-08 10:00:00,1.2,78.0
16.0,18.9,1.5,1.3,0.2,2019-05-08 11:00:00,1.3,24.0
21.0,25.8,1.5,2.2,0.3,2019-05-08 12:00:00,1.9,8.0
21.0,23.3,1.2,2.2,0.3,2019-05-08 13:00:00,2.1,19.0
19.0,17.3,1.2,2.2,0.2,2019-05-08 14:00:00,1.3,45.0
31.0,20.1,1.2,0.9,0.3,2019-05-08 15:00:00,1.3,27.0
34.0,21.7,1.5,1.3,0.3,2019-05-08 16:00:00,1.9,347.0
31.0,18.6,1.5,1.3,0.3,2019-05-08 17:00:00,1.9,45.0
26.0,12.3,3.2,0.4,0.2,2019-05-08 18:00:00,3.9,114.0
27.0,11.6,1.7,0.0,0.2,2019-05-08 19:00:00,3.2,150.0
15.0,11.3,1.5,0.0,0.2,2019-05-08 20:00:00,1.6,148.0
10.0,9.4,2.0,0.0,0.2,2019-05-08 21:00:00,1.5,135.0
21.0,17.3,2.7,0.0,0.3,2019-05-08 22:00:00,1.2,144.0
21.0,16.0,1.7,0.0,0.2,2019-05-08 23:00:00,1.1,142.0
5.0,2.8,1.0,0.0,0.2,2019-05-09 00:00:00,2.5,93.0
4.0,1.6,1.5,0.0,0.2,2019-05-09 01:00:00,2.5,93.0
2.0,0.9,1.5,0.0,0.2,2019-05-09 02:00:00,3.7,111.0
-1.0,0.3,4.5,0.0,0.1,2019-05-09 03:00:00,3.6,122.0
0.0,1.6,6.2,0.0,0.1,2019-05-09 04:00:00,1.2,103.0
13.0,16.4,1.2,0.9,0.2,2019-05-09 12:00:00,1.7,14.0
20.0,17.9,1.5,2.2,0.3,2019-05-09 13:00:00,2.7,360.0
22.0,17.6,1.5,0.0,0.3,2019-05-09 14:00:00,3.6,1.0
34.0,18.2,1.5,1.3,0.3,2019-05-09 15:00:00,3.4,352.0
42.0,16.0,1.2,0.0,0.3,2019-05-09 16:00:00,3.7,352.0
30.0,21.7,1.5,1.3,0.3,2019-05-09 17:00:00,3.0,8.0
14.0,14.5,0.7,0.9,0.3,2019-05-09 18:00:00,2.1,74.0
49.0,13.5,0.5,0.0,0.3,2019-05-09 19:00:00,2.5,37.0
35.0,8.5,1.2,0.0,0.2,2019-05-09 20:00:00,2.2,36.0
15.0,5.3,0.2,0.0,0.2,2019-05-09 21:00:00,2.4,55.0
7.0,5.7,0.7,0.0,0.2,2019-05-09 22:00:00,2.5,73.0
8.0,8.2,0.7,0.0,0.2,2019-05-09 23:00:00,2.0,101.0
8.0,6.9,1.0,0.0,0.2,2019-05-10 00:00:00,2.9,119.0
5.0,2.2,0.5,0.0,0.2,2019-05-10 01:00:00,3.4,110.0
2.0,1.9,1.0,0.0,0.1,2019-05-10 02:00:00,2.6,107.0
0.0,2.2,0.0,0.0,0.1,2019-05-10 03:00:00,2.2,119.0
4.0,6.6,0.2,0.0,0.2,2019-05-10 04:00:00,0.3,132.0
13.0,17.3,1.5,1.8,0.2,2019-05-10 10:00:00,1.7,76.0
12.0,20.8,1.5,0.9,0.2,2019-05-10 11:00:00,1.8,28.0
16.0,25.5,1.5,1.3,0.3,2019-05-10 12:00:00,1.5,348.0
22.0,27.7,1.5,2.7,0.3,2019-05-10 13:00:00,2.4,2.0
23.0,23.3,1.5,1.8,0.3,2019-05-10 14:00:00,2.9,5.0
17.0,19.2,1.0,2.2,0.3,2019-05-10 15:00:00,2.1,21.0
54.0,17.9,1.0,0.9,0.3,2019-05-10 16:00:00,2.3,40.0
31.0,16.4,1.5,1.3,0.3,2019-05-10 17:00:00,2.9,43.0
18.0,17.3,1.0,0.0,0.3,2019-05-10 18:00:00,2.4,33.0
15.0,14.8,1.2,0.0,0.3,2019-05-10 19:00:00,2.3,30.0
12.0,12.6,0.5,0.0,0.3,2019-05-10 20:00:00,2.1,35.0
28.0,10.1,0.5,0.0,0.2,2019-05-10 21:00:00,3.5,19.0
19.0,8.2,0.0,0.0,0.2,2019-05-10 22:00:00,2.9,15.0
8.0,9.4,0.0,0.0,0.2,2019-05-10 23:00:00,1.4,40.0
9.0,14.5,0.0,0.0,0.2,2019-05-11 00:00:00,1.0,83.0
17.0,31.1,0.7,0.0,0.3,2019-05-11 01:00:00,0.7,190.0
16.0,29.6,0.7,0.4,0.2,2019-05-11 02:00:00,0.5,157.0
9.0,25.8,0.7,0.0,0.2,2019-05-11 03:00:00,0.5,220.0
14.0,23.9,0.7,0.0,0.2,2019-05-11 04:00:00,0.6,185.0
7.0,7.2,0.0,0.0,0.1,2019-05-11 05:00:00,0.9,71.0
1.0,4.1,0.0,0.0,0.1,2019-05-11 06:00:00,1.1,56.0
2.0,1.3,0.2,0.0,0.1,2019-05-11 07:00:00,1.8,70.0
2.0,1.6,0.5,0.0,0.2,2019-05-11 08:00:00,1.9,49.0
1.0,3.5,0.7,0.4,0.2,2019-05-11 09:00:00,2.7,54.0
10.0,5.7,0.0,1.3,0.2,2019-05-11 10:00:00,2.2,34.0
14.0,10.1,0.0,1.3,0.2,2019-05-11 11:00:00,3.2,17.0
26.0,11.3,0.5,0.0,0.2,2019-05-11 12:00:00,4.1,14.0
18.0,14.5,0.0,0.9,0.2,2019-05-11 13:00:00,3.4,23.0
24.0,12.6,0.2,0.9,0.2,2019-05-11 14:00:00,4.3,15.0
11.0,15.4,0.2,2.2,0.2,2019-05-11 15:00:00,2.6,23.0
15.0,14.2,0.5,0.9,0.2,2019-05-11 16:00:00,3.0,15.0
13.0,12.6,0.0,1.3,0.2,2019-05-11 17:00:00,3.0,14.0
12.0,11.3,0.2,2.2,0.3,2019-05-11 18:00:00,2.7,22.0
8.0,7.2,0.0,0.9,0.2,2019-05-11 19:00:00,1.8,56.0
5.0,6.6,0.0,0.0,0.2,2019-05-11 20:00:00,1.7,67.0
2.0,4.7,0.0,0.0,0.2,2019-05-11 21:00:00,1.7,58.0
0.0,4.1,0.0,0.0,0.2,2019-05-11 22:00:00,2.3,71.0
2.0,10.1,0.0,0.0,0.2,2019-05-11 23:00:00,1.5,102.0
21.0,25.5,0.0,0.0,0.2,2019-05-12 00:00:00,1.4,129.0
8.0,23.9,0.2,0.0,0.2,2019-05-12 01:00:00,1.3,128.0
17.0,21.4,1.7,0.0,0.2,2019-05-12 02:00:00,1.6,130.0
3.0,14.5,24.6,1.3,0.2,2019-05-12 03:00:00,1.3,124.0
9.0,17.3,23.1,0.0,0.2,2019-05-12 04:00:00,1.1,110.0
9.0,15.4,14.9,0.9,0.2,2019-05-12 05:00:00,1.7,125.0
9.0,10.7,3.5,0.0,0.1,2019-05-12 06:00:00,1.3,131.0
4.0,6.3,7.5,0.0,0.1,2019-05-12 07:00:00,1.6,127.0
3.0,1.6,1.2,0.0,0.2,2019-05-12 08:00:00,2.3,90.0
1.0,1.9,9.2,0.4,0.2,2019-05-12 09:00:00,3.3,100.0
7.0,1.9,30.3,2.2,0.2,2019-05-12 10:00:00,3.4,94.0
14.0,3.8,7.7,0.0,0.2,2019-05-12 12:00:00,4.8,111.0
11.0,4.7,2.2,0.0,0.3,2019-05-12 13:00:00,4.9,112.0
11.0,6.9,3.0,0.0,0.2,2019-05-12 14:00:00,4.9,118.0
15.0,6.6,5.0,0.4,0.2,2019-05-12 15:00:00,5.4,116.0
25.0,6.6,1.7,0.0,0.2,2019-05-12 16:00:00,5.4,113.0
23.0,9.1,2.5,0.0,0.2,2019-05-12 17:00:00,5.6,121.0
38.0,5.3,3.2,0.0,0.2,2019-05-12 18:00:00,5.6,108.0
269.0,2.8,1.2,0.0,0.2,2019-05-12 20:00:00,6.1,98.0
139.0,2.2,0.5,0.0,0.2,2019-05-12 21:00:00,6.4,100.0
112.0,1.9,0.7,0.0,0.2,2019-05-12 22:00:00,6.8,99.0
11.0,1.9,0.2,0.0,0.2,2019-05-12 23:00:00,6.4,95.0
6.0,0.9,0.2,0.0,0.2,2019-05-13 00:00:00,7.1,97.0
37.0,12.9,13.7,0.4,0.2,2019-05-13 09:00:00,8.4,123.0
3.0,15.4,5.0,0.9,0.2,2019-05-13 10:00:00,8.9,128.0
4.0,11.3,6.5,0.4,0.2,2019-05-13 11:00:00,9.7,131.0
5.0,8.2,1.5,0.0,0.2,2019-05-13 12:00:00,10.0,132.0
3.0,9.4,0.5,0.0,0.2,2019-05-13 13:00:00,8.5,133.0
3.0,9.7,0.7,0.0,0.2,2019-05-13 14:00:00,7.2,137.0
1.0,9.1,0.5,0.0,0.1,2019-05-13 15:00:00,5.3,158.0
0.0,17.0,1.2,1.3,0.1,2019-05-13 16:00:00,3.9,188.0
4.0,26.1,1.5,2.7,0.2,2019-05-13 17:00:00,3.8,202.0
3.0,21.7,1.0,2.2,0.2,2019-05-13 18:00:00,4.4,202.0
18.0,21.4,1.2,0.9,0.2,2019-05-13 19:00:00,4.6,213.0
18.0,16.4,1.2,0.0,0.1,2019-05-13 20:00:00,2.7,206.0
19.0,13.8,0.0,0.0,0.1,2019-05-13 21:00:00,1.6,180.0
9.0,9.4,0.0,0.0,0.0,2019-05-13 22:00:00,1.9,174.0
9.0,13.5,0.0,0.0,0.1,2019-05-13 23:00:00,2.0,141.0
12.0,12.9,0.0,0.0,0.1,2019-05-14 00:00:00,1.6,141.0
9.0,5.7,0.5,0.0,0.1,2019-05-14 01:00:00,1.9,121.0
10.0,1.9,0.2,0.0,0.0,2019-05-14 02:00:00,2.8,112.0
18.0,0.6,0.0,0.0,0.0,2019-05-14 03:00:00,3.3,126.0
13.0,1.6,0.0,0.0,0.0,2019-05-14 04:00:00,4.2,129.0
22.0,7.5,5.5,0.0,0.1,2019-05-14 08:00:00,4.9,114.0
19.0,12.6,2.0,0.9,0.1,2019-05-14 09:00:00,5.8,116.0
18.0,11.0,1.2,0.0,0.1,2019-05-14 10:00:00,5.6,123.0
21.0,7.9,0.7,0.0,0.1,2019-05-14 11:00:00,6.7,123.0
24.0,8.2,1.5,0.0,0.1,2019-05-14 12:00:00,6.9,125.0
76.0,7.9,0.2,0.0,0.1,2019-05-14 13:00:00,6.7,128.0
129.0,9.7,0.7,0.0,0.1,2019-05-14 14:00:00,7.1,128.0
178.0,9.4,0.2,0.0,0.1,2019-05-14 15:00:00,6.3,133.0
179.0,9.1,0.0,0.0,0.1,2019-05-14 16:00:00,6.0,139.0
122.0,9.4,0.2,0.0,0.2,2019-05-14 17:00:00,6.8,148.0
168.0,10.4,0.0,0.0,0.1,2019-05-14 18:00:00,6.9,139.0
21.0,10.7,9.0,0.0,0.1,2019-05-15 08:00:00,6.0,119.0
9.0,17.0,1.2,0.9,0.1,2019-05-15 09:00:00,6.4,120.0
11.0,12.6,13.9,2.2,0.1,2019-05-15 10:00:00,4.7,109.0
9.0,15.7,20.9,2.7,0.1,2019-05-15 11:00:00,5.3,121.0
6.0,18.6,10.7,1.3,0.1,2019-05-15 12:00:00,5.6,123.0
3.0,16.4,1.2,0.4,0.1,2019-05-15 13:00:00,5.4,126.0
3.0,19.8,1.5,0.0,0.1,2019-05-15 14:00:00,5.4,124.0
5.0,18.2,1.5,0.0,0.1,2019-05-15 15:00:00,5.4,130.0
6.0,17.9,0.5,0.4,0.1,2019-05-15 16:00:00,5.2,132.0
5.0,23.0,1.5,0.0,0.2,2019-05-15 17:00:00,5.1,129.0
2.0,20.4,1.2,0.0,0.1,2019-05-15 18:00:00,4.8,132.0
0.0,16.0,8.7,0.9,0.1,2019-05-15 19:00:00,4.3,119.0
3.0,10.4,6.5,0.0,0.1,2019-05-15 20:00:00,3.5,110.0
5.0,8.5,5.5,0.4,0.1,2019-05-15 21:00:00,2.9,107.0
5.0,5.7,0.0,0.0,0.0,2019-05-15 22:00:00,3.0,97.0
3.0,5.0,4.2,0.4,0.0,2019-05-15 23:00:00,3.3,106.0
2.0,4.4,21.4,0.9,0.0,2019-05-16 00:00:00,2.8,102.0
4.0,2.2,24.9,2.2,0.0,2019-05-16 01:00:00,3.0,100.0
4.0,1.6,10.4,0.0,0.0,2019-05-16 02:00:00,3.4,113.0
0.0,0.9,1.2,0.0,0.0,2019-05-16 03:00:00,3.7,113.0
-1.0,0.0,14.2,1.3,0.0,2019-05-16 04:00:00,3.8,114.0
3.0,1.3,0.2,0.0,0.0,2019-05-16 05:00:00,4.4,126.0
3.0,3.8,0.0,0.0,0.0,2019-05-16 06:00:00,3.2,131.0
3.0,4.4,0.0,0.0,0.0,2019-05-16 07:00:00,2.6,156.0
3.0,20.4,1.0,0.9,0.1,2019-05-16 08:00:00,2.0,182.0
1.0,24.8,0.7,1.3,0.1,2019-05-16 09:00:00,2.4,166.0
7.0,10.7,0.0,0.0,0.0,2019-05-16 10:00:00,3.1,161.0
6.0,8.5,0.0,0.0,0.0,2019-05-16 11:00:00,3.6,152.0
3.0,10.7,0.5,0.4,0.1,2019-05-16 12:00:00,4.2,146.0
-1.0,8.8,0.0,0.0,0.1,2019-05-16 13:00:00,4.3,145.0
-1.0,11.3,0.2,0.0,0.1,2019-05-16 14:00:00,3.6,156.0
4.0,11.0,0.5,0.0,0.1,2019-05-16 15:00:00,3.1,159.0
7.0,11.0,0.0,0.4,0.1,2019-05-16 16:00:00,3.2,150.0
9.0,14.8,0.0,0.0,0.2,2019-05-16 17:00:00,3.2,149.0
7.0,11.6,0.5,0.4,0.1,2019-05-16 18:00:00,3.7,147.0
7.0,9.1,0.0,0.0,0.1,2019-05-16 19:00:00,3.2,151.0
7.0,7.5,0.0,0.0,0.1,2019-05-16 20:00:00,2.6,153.0
7.0,9.4,0.0,0.0,0.1,2019-05-16 21:00:00,2.3,140.0
4.0,9.4,0.0,0.0,0.1,2019-05-16 22:00:00,1.6,119.0
3.0,12.3,0.5,0.0,0.1,2019-05-16 23:00:00,1.3,112.0
6.0,6.6,20.1,1.8,0.1,2019-05-17 00:00:00,1.2,65.0
5.0,3.1,27.9,2.2,0.1,2019-05-17 01:00:00,1.0,87.0
2.0,3.5,20.4,2.2,0.1,2019-05-17 02:00:00,1.1,107.0
0.0,4.7,16.9,1.3,0.1,2019-05-17 03:00:00,0.6,117.0
5.0,6.0,10.0,0.0,0.1,2019-05-17 04:00:00,0.1,51.0
5.0,10.1,5.0,0.4,0.1,2019-05-17 05:00:00,0.3,179.0
2.0,4.4,1.5,0.0,0.1,2019-05-17 06:00:00,1.1,84.0
2.0,6.6,0.5,0.0,0.1,2019-05-17 07:00:00,0.9,62.0
4.0,30.2,1.5,0.9,0.2,2019-05-17 08:00:00,0.8,33.0
11.0,55.0,1.5,2.7,0.4,2019-05-17 09:00:00,1.2,25.0
9.0,43.4,1.5,1.8,0.2,2019-05-17 10:00:00,1.1,44.0
8.0,17.3,1.2,0.0,0.1,2019-05-17 11:00:00,2.2,75.0
6.0,11.9,1.7,0.0,0.1,2019-05-17 12:00:00,4.1,112.0
4.0,22.6,9.7,0.9,0.1,2019-05-17 13:00:00,4.1,122.0
10.0,24.8,12.4,1.8,0.1,2019-05-17 14:00:00,2.6,113.0
6.0,27.7,11.4,1.8,0.2,2019-05-17 15:00:00,2.5,106.0
6.0,34.9,14.9,2.2,0.2,2019-05-17 16:00:00,2.5,120.0
9.0,22.6,16.7,2.2,0.2,2019-05-17 17:00:00,2.9,105.0
8.0,26.4,11.2,1.3,0.2,2019-05-17 18:00:00,2.9,115.0
8.0,15.4,18.4,1.8,0.1,2019-05-17 19:00:00,3.6,118.0
6.0,15.1,4.7,0.0,0.1,2019-05-17 20:00:00,2.9,131.0
5.0,13.8,7.5,0.4,0.1,2019-05-17 21:00:00,3.4,121.0
2.0,8.5,3.7,0.0,0.1,2019-05-17 22:00:00,3.2,127.0
0.0,7.5,0.5,0.0,0.1,2019-05-17 23:00:00,2.6,128.0
1.0,7.5,0.5,0.0,0.1,2019-05-18 00:00:00,2.2,129.0
3.0,7.5,0.0,0.0,0.1,2019-05-18 01:00:00,2.5,129.0
4.0,4.1,0.2,0.0,0.1,2019-05-18 02:00:00,2.7,133.0
2.0,3.1,4.7,0.0,0.1,2019-05-18 03:00:00,2.0,117.0
2.0,1.3,17.9,1.3,0.0,2019-05-18 04:00:00,2.0,112.0
4.0,1.6,25.9,2.2,0.0,2019-05-18 05:00:00,2.8,106.0
3.0,1.9,3.5,0.0,0.0,2019-05-18 06:00:00,2.1,136.0
1.0,6.0,0.2,0.0,0.0,2019-05-18 07:00:00,1.1,125.0
3.0,5.7,1.0,0.0,0.1,2019-05-18 08:00:00,1.7,105.0
1.0,8.8,7.2,0.0,0.1,2019-05-18 09:00:00,1.8,89.0
3.0,18.2,3.7,0.0,0.1,2019-05-18 10:00:00,0.8,63.0
6.0,26.7,4.0,0.9,0.1,2019-05-18 11:00:00,0.4,197.0
8.0,35.5,11.7,2.7,0.2,2019-05-18 12:00:00,0.7,322.0
12.0,40.6,9.7,2.7,0.3,2019-05-18 13:00:00,0.6,335.0
12.0,52.2,9.5,2.7,0.4,2019-05-18 14:00:00,0.7,266.0
8.0,24.8,3.5,0.4,0.2,2019-05-18 15:00:00,1.7,126.0
5.0,21.1,1.2,0.0,0.1,2019-05-18 16:00:00,2.2,139.0
8.0,14.2,0.0,0.4,0.1,2019-05-18 17:00:00,3.1,133.0
6.0,15.4,0.0,0.0,0.1,2019-05-18 18:00:00,2.8,134.0
7.0,23.0,0.5,0.0,0.1,2019-05-18 19:00:00,1.7,142.0
7.0,13.2,0.0,0.0,0.1,2019-05-18 20:00:00,2.1,124.0
6.0,16.0,0.2,0.4,0.1,2019-05-18 21:00:00,0.9,125.0
9.0,8.2,0.2,0.0,0.1,2019-05-18 22:00:00,1.2,129.0
12.0,10.7,0.0,0.0,0.1,2019-05-18 23:00:00,1.0,145.0
16.0,19.8,0.5,0.4,0.1,2019-05-19 00:00:00,0.6,155.0
17.0,43.1,1.5,0.4,0.3,2019-05-19 01:00:00,0.4,39.0
16.0,19.2,1.7,0.4,0.1,2019-05-19 02:00:00,0.6,4.0
14.0,16.0,2.0,0.0,0.1,2019-05-19 03:00:00,0.4,17.0
12.0,18.9,1.5,0.4,0.1,2019-05-19 04:00:00,0.4,3.0
11.0,8.2,1.5,0.0,0.1,2019-05-19 05:00:00,0.5,20.0
9.0,6.3,1.5,0.0,0.0,2019-05-19 06:00:00,1.0,335.0
9.0,6.9,1.5,0.4,0.1,2019-05-19 07:00:00,1.0,325.0
8.0,10.7,1.5,1.3,0.1,2019-05-19 08:00:00,1.1,312.0
6.0,12.3,1.5,3.1,0.1,2019-05-19 09:00:00,1.4,278.0
10.0,8.8,1.5,2.2,0.1,2019-05-19 10:00:00,1.9,255.0
9.0,7.2,1.5,2.7,0.1,2019-05-19 11:00:00,1.9,224.0
9.0,9.7,1.5,2.7,0.1,2019-05-19 12:00:00,1.7,237.0
15.0,15.1,1.5,8.4,0.3,2019-05-19 17:00:00,2.8,253.0
9.0,16.0,1.5,12.9,0.3,2019-05-19 18:00:00,2.7,245.0
17.0,19.5,1.7,10.2,0.3,2019-05-19 19:00:00,2.2,248.0
13.0,16.4,3.5,9.3,0.3,2019-05-19 20:00:00,2.4,248.0
12.0,15.4,3.0,7.1,0.2,2019-05-19 21:00:00,2.3,243.0
9.0,16.0,3.0,4.0,0.2,2019-05-19 22:00:00,1.9,240.0
8.0,14.2,2.0,2.7,0.1,2019-05-19 23:00:00,1.4,237.0
5.0,13.8,1.2,0.9,0.1,2019-05-20 00:00:00,1.1,216.0
2.0,5.0,1.5,0.9,0.0,2019-05-20 01:00:00,0.7,189.0
6.0,2.5,1.5,0.4,0.0,2019-05-20 02:00:00,0.8,176.0
7.0,2.8,1.5,0.0,0.0,2019-05-20 03:00:00,0.5,150.0
5.0,1.6,3.7,0.4,0.0,2019-05-20 04:00:00,1.0,100.0
5.0,0.6,15.7,2.7,0.0,2019-05-20 05:00:00,1.5,101.0
